order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_purchase_year,order_purchase_month,order_purchase_dayofmonth,order_purchase_dayofweek,order_purchase_year_month,order_purchase_year_month_day,order_purchase_hour,order_purchase_time_day,customer_unique_id,customer_zipcode,customer_city,customer_state,customer_lat,customer_lng,review_id,review_score,seller_id,seller_zipcode,seller_city,seller_state,seller_lat,seller_lng,order_item_id,product_id,shipping_limit_date,price,freight_value,product_category_name,product_chargeable_weight,total_value,days_to_approved,days_to_carrier,days_to_delivered,days_estimated,days_difference_delivery,distance_km,product_segment,product_sales_count,product_sales_volume,route,sales_same_state
2018-01-18 10:07:52,2018-01-18 10:17:29,2018-01-22 22:37:04,2018-02-01 21:02:22,2018-02-20,2018,1,18,3,201801,20180118,10,Morning,31c23262d79bc7e803884e37f9bc5359,98801,santo angelo,RS,-28.304610172610392,-54.26350495310216,34fdf58aa22a5d9c4929b2b719a1b7f5,3,ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP,-23.625852663887155,-46.61139748251486,1,036734b5a58d5d4f46b0616ddc047ced,2018-01-24 10:17:29,34.99,15.1,telephony,300.0,50.09,0,4,14,32,18,924.7877987740228,technology,3844.0,medium,SP-RS,0
2018-04-06 11:45:09,2018-04-06 11:55:19,2018-04-10 21:21:11,2018-04-11 21:46:53,2018-04-24,2018,4,6,4,201804,20180406,11,Morning,4f0f7bcd320ea05f9af566b80f092095,38061,uberaba,MG,-19.74514353289282,-47.95521229294824,83fee197221a51c0cc34e297ed760985,5,3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG,-19.92589739085824,-43.92703547515726,1,d9bba71d1d1ad35925593d365a2ab43e,2018-04-12 11:55:19,52.0,15.21,electronics,4368.0,67.21000000000001,0,4,5,17,12,422.43699742673584,technology,2429.0,medium,MG-MG,1
2018-04-26 07:27:33,2018-04-26 07:52:26,2018-04-26 10:39:00,2018-05-03 20:42:53,2018-05-21,2018,4,26,3,201804,20180426,7,Morning,1bb24948a31a2ee3e71f6be59e0dc971,12412,pindamonhangaba,SP,-22.95365075988476,-45.45907942401017,266a4985607bab3e70d2c74c7cef2e68,5,6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP,-23.652773685541565,-46.75565722807146,1,aa8d88eb4b9cb38894e33fa624c4287f,2018-05-03 07:52:26,55.0,12.83,watches_gifts,250.0,67.83,0,0,7,24,17,153.57429323973338,otros,5225.0,high,SP-SP,1
2018-01-15 09:31:14,2018-01-15 09:50:04,2018-01-17 15:05:59,2018-01-26 18:04:22,2018-02-14,2018,1,15,0,201801,20180115,9,Morning,2e1519fbbcdce2a37aa5aa94a9076e75,71250,brasilia,DF,-15.78008143090497,-47.998605221919725,2b5f8e4ee49182f85de7efa1f0b5db0b,5,391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP,-21.7575376839452,-48.82926174236043,1,f6fa93875f4a7dac03e0a22143f4d815,2018-01-24 09:50:04,49.95,16.11,bed_bath_table,712.5,66.06,0,2,11,29,18,667.4097512017092,home_goods,8775.0,high,other_route,0
2018-01-14 20:18:38,2018-01-14 20:31:34,2018-01-20 10:45:40,2018-02-02 22:48:40,2018-02-06,2018,1,14,6,201801,20180114,20,Night,485b849ef839f0f401da8bfdc7ac2781,80240,curitiba,PR,-25.4493420133302,-49.288181133504494,,,e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP,-24.008581329681117,-46.419632758540544,1,169e1fedd1319ca92e90e057e7123005,2018-01-18 20:31:04,69.49,16.25,sports_leisure,606.6666666666666,85.74,0,5,19,22,3,331.1831127219043,sports_leisure,7154.0,high,SP-PR,0
2018-04-18 14:22:18,2018-04-18 14:35:14,2018-04-19 18:58:27,2018-05-04 17:11:41,2018-05-14,2018,4,18,2,201804,20180418,14,Afternoon,887826043ad269ee33e87d1886e5ed5c,78060,cuiaba,MT,-15.605914944448973,-56.07221945306173,66abd2a504ca25e7235bd4f495323a58,4,4200ddf1967c5e41e48db62bc6d4b5ac,9710,sao bernardo do campo,SP,-23.71050087010218,-46.54973645216085,2,188c9cb0aff9e485e3f84752731c633a,2018-04-24 14:30:52,35.8,34.12,bed_bath_table,322.6666666666667,69.91999999999999,0,1,16,25,9,1341.514482593082,home_goods,8775.0,high,other_route,0
2018-02-23 14:59:08,2018-02-23 15:46:17,2018-02-28 19:04:23,2018-03-01 20:37:11,2018-03-09,2018,2,23,4,201802,20180223,14,Afternoon,9438aac4d0e7d43bf01d7c06b704c286,4552,sao paulo,SP,-23.593555902851712,-46.68545650194757,7494221bb7f6e9012c991b6a10e69394,5,fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.47325500276996,-46.60045392783772,1,aa280035c50ba62c746480a59045eec4,2018-03-01 15:31:17,30.5,7.78,toys,234.66666666666663,38.28,0,5,6,13,7,15.9015501956131,sports_leisure,3549.0,medium,SP-SP,1
2018-02-27 14:19:11,2018-02-27 14:35:34,2018-02-28 19:09:22,2018-03-28 20:26:58,2018-03-27,2018,2,27,1,201802,20180227,14,Afternoon,f25dbe47dcd3f1cd4f1bf546e0985e43,91450,porto alegre,RS,-30.045783733832465,-51.134084067993,19074f5809403265fc47263ea93325ee,2,431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP,-21.259301427145243,-47.81514434984709,1,fcf19b6b1ff4a17bcd6ca9675b58aa6f,2018-03-05 14:31:04,57.9,16.17,health_beauty,1620.6666666666667,74.07,0,1,29,27,-2,1028.6872485026947,health_beauty,8098.0,high,SP-RS,0
2018-03-11 11:48:05,2018-03-12 08:30:53,2018-03-13 01:26:43,2018-03-19 16:56:39,2018-03-29,2018,3,11,6,201803,20180311,11,Morning,0743c38f68e0d3fa5cff234ddb844569,13140,paulinia,SP,-22.76852299417162,-47.15157250528013,cc38d9ee8e9dd8b3c1a0ff42d4633304,5,080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG,-19.89466845920133,-43.93142799888915,1,60e77eeb5275ed33a04d1fd482feaac8,2018-03-16 08:30:53,42.99,15.23,computers_accessories,320.0,58.22,0,1,8,17,9,461.3071884759174,technology,5973.0,high,MG-SP,0
2017-06-17 17:04:31,2017-06-17 17:15:21,2017-06-19 19:57:31,2017-06-30 12:22:11,2017-07-07,2017,6,17,5,201706,20170617,17,Afternoon,fed2005ccab4fcf1a40ebdaff032a148,13870,sao joao da boa vista,SP,-21.972488724163867,-46.79523968176986,,,e9d99831abad74458942f21e16f33f92,3542,sao paulo,SP,-23.53142941993188,-46.516046180588006,2,1a300f482e35d7eac74b229be067aefd,2017-06-22 17:15:21,39.73,23.69,computers_accessories,986.0,63.42,0,2,12,19,6,175.00316417078554,technology,5973.0,high,SP-SP,1
2017-07-21 22:37:42,2017-07-25 03:25:48,2017-07-25 19:43:56,2017-07-28 15:43:23,2017-08-10,2017,7,21,4,201707,20170721,22,Night,5e314cabfdd901de8fd47c135e86ceb6,11055,santos,SP,-23.966281917763077,-46.32896170087712,e0dc8fab5795424a7804391737854036,3,f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP,-23.20710507752232,-47.30910430433089,1,61eee7a9f1884caed59c316047c5832f,2017-07-31 03:25:48,129.9,12.41,stationery,1200.0,142.31,3,3,6,19,12,130.6855458561527,otros,2163.0,medium,SP-SP,1
2017-09-28 15:05:17,2017-09-30 02:28:20,2017-10-04 16:44:29,2017-10-06 17:50:12,2017-10-16,2017,9,28,3,201709,20170928,15,Afternoon,1a5dddc88f6096f9e310ddf216235152,1529,sao paulo,SP,-23.5688472717122,-46.63494157092152,6eed2d0df39a1afa42c2f95b76835c22,5,b83cedfb587e7911540e3f576d6917ce,4870,sao paulo,SP,-23.75241207799065,-46.75526504252841,1,965ab297b516455ba5bae37d17bc51f8,2017-10-05 02:28:20,129.78,12.11,health_beauty,1100.0,141.89,1,6,8,17,9,23.748719993090976,health_beauty,8098.0,high,SP-SP,1
2018-04-22 14:26:17,2018-04-24 17:34:43,2018-04-25 00:52:03,2018-05-20 18:19:35,2018-05-24,2018,4,22,6,201804,20180422,14,Afternoon,98af3235f3dc55bc74cb8932c64b3523,41940,salvador,BA,-13.01006803719198,-38.48648570580357,3af2d248acafa14ce28445d62df802c5,5,4869f7a5dfa277a7dca6462dcf3b52b2,14840,guariba,SP,-21.363908024772268,-48.228771557547695,1,41c24b8ce92d1a2cac62db5edfd088b2,2018-04-26 15:31:39,102.9,22.43,watches_gifts,462.0,125.33,2,2,28,31,3,1387.8750041064557,otros,5225.0,high,SP-BA,0
2017-08-15 10:23:57,2017-08-15 10:45:49,2017-08-16 15:52:28,2017-08-19 16:06:37,2017-08-28,2017,8,15,1,201708,20170815,10,Morning,f4f203a8ddb0c3e44212a6eaf379348e,8441,sao paulo,SP,-23.533195316406,-46.40526931161069,e6900bd37ec7a3f7b0f0a6c81034ee7d,5,3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP,-23.68113547177626,-46.44449009285006,1,725cbfcaff95a4d43742fdf13cf43c75,2017-08-21 10:45:49,48.9,11.73,cool_stuff,1850.0,60.63,0,1,4,12,8,16.86661197529148,otros,3356.0,medium,SP-SP,1
2018-04-09 15:53:12,2018-04-09 16:10:59,2018-04-11 18:44:34,2018-04-12 19:08:26,2018-04-19,2018,4,9,0,201804,20180409,15,Afternoon,e6a8938950a402905ab19025a26718c2,11055,santos,SP,-23.966281917763077,-46.32896170087712,3106ea497d43ca7dab0a730011b645b5,3,c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP,-22.884873080397902,-47.19933217790772,2,3a362c0e7f9a69276e2d95869a3e143b,2018-04-13 16:10:29,220.64,15.92,health_beauty,165.0,236.56,0,2,3,9,6,149.1834081451765,health_beauty,8098.0,high,SP-SP,1
2018-07-20 20:48:35,2018-07-21 10:15:26,2018-07-24 10:27:00,2018-07-27 20:46:29,2018-08-08,2018,7,20,4,201807,20180720,20,Night,db8d487c1be4ba61cacb3b26705c40f3,18185,pilar do sul,SP,-23.81270960564428,-47.7191963474456,4bed9658a8def22e4936f98c6a2fa010,5,1025f0e2d44d7041d6cf58b6550e0bfa,3204,sao paulo,SP,-23.595131608661767,-46.56075280099833,2,b532349fe46b38fbc7bb3914c1bdae07,2018-07-27 10:15:26,70.0,27.66,furniture_decor,1666.6666666666667,97.66,0,3,6,18,11,120.57394537384472,home_goods,5605.0,high,SP-SP,1
2017-11-17 19:49:17,2017-11-17 21:26:28,2017-11-20 16:28:38,2017-11-23 22:44:46,2017-12-11,2017,11,17,4,201711,20171117,19,Night,7f4f709af2fd8fea44aacd30bca46264,14080,ribeirao preto,SP,-21.15521512910574,-47.80381533811819,d9cd54c5b9e98da8fd824a03403a27da,4,aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC,-27.54373269554919,-48.6353350998936,3,7d854ab97c64ef9df2bbfaf332765786,2017-11-23 20:31:15,184.7,57.64,baby,4100.0,242.34,0,2,6,23,17,712.6228028876309,health_beauty,2567.0,medium,other_route,0
2017-07-18 13:32:25,2017-07-18 13:45:17,2017-07-26 17:59:36,2017-08-01 20:34:47,2017-08-15,2017,7,18,1,201707,20170718,13,Afternoon,cb409daad1fb6069e979463ca3de23dc,35547,carmo da mata,MG,-20.55973512257605,-44.86882057506307,e8c7818bdc3267d37927619195286c6f,1,7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP,-23.48462148874184,-46.36700788769207,1,6a23c2eb9acc78f8ec403be9c6210dd4,2017-07-28 13:45:17,119.94,34.2,office_furniture,14239.333333333334,154.14,0,8,14,27,13,358.90599053630046,otros,518.0,medium,SP-MG,0
2018-06-26 19:37:07,2018-06-26 19:50:12,2018-06-28 13:24:00,2018-07-03 21:05:13,2018-07-25,2018,6,26,1,201806,20180626,19,Night,5816f42342d01319fd51e39e45cc2a5d,35720,matozinhos,MG,-19.56336099942348,-44.07873351307721,362bf8ef5f6aefca0c65e3a97e2db452,5,715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP,-22.611133020325088,-46.70321704400641,1,12530458b22303a822da23e0ef0c400b,2018-06-29 19:50:12,35.0,19.44,housewares,2924.0,54.44,0,1,7,28,21,433.8343800156336,home_goods,5351.0,high,SP-MG,0
2018-05-03 14:52:26,2018-05-03 15:10:25,2018-05-04 16:24:00,2018-05-09 17:42:12,2018-05-28,2018,5,3,3,201805,20180503,14,Afternoon,0309795490ad2e118e89f57606bd24d7,25900,mage,RJ,-22.65738837694045,-43.04096723222598,f2a49130214ff0c206b6ce6f26412a4c,5,229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,-19.923301780469096,-43.94837834661288,1,d0349534ab9b46b98d13a53051310f24,2018-05-09 15:10:25,67.0,15.35,computers_accessories,700.0,82.35,0,1,6,24,18,317.02291839453113,technology,5973.0,high,other_route,0
2018-02-08 09:54:26,2018-02-08 10:10:35,2018-02-09 00:41:34,2018-02-20 13:52:02,2018-03-19,2018,2,8,3,201802,20180208,9,Morning,5a7f39c25c827a1355cd76e498b3737b,13240,jarinu,SP,-23.09786854430788,-46.71666653697735,fa227dda7576cac2d1766d4882739632,5,0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR,-23.38233922852509,-51.92907277817959,1,656e0eca68dcecf6a31b8ececfabe3e8,2018-02-20 09:10:35,86.6,15.36,computers_accessories,468.0,101.96,0,0,12,38,26,534.3392911988548,technology,5973.0,high,PR-SP,0
2018-07-24 17:58:04,2018-07-24 18:10:20,2018-07-30 14:04:00,2018-08-03 18:36:42,2018-08-29,2018,7,24,1,201807,20180724,17,Afternoon,95c0710e8278b42c0faa6c884be2da49,22011,rio de janeiro,RJ,-22.963409052311192,-43.17740849639331,5588a3ef8d4641de764d53b0839ab2cf,5,9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,-21.13447535842588,-51.10328439406817,1,6670f250c92cd5a678aea84ab6a19dd5,2018-07-31 18:10:20,79.9,19.75,furniture_decor,3420.0,99.65,0,5,10,35,25,842.7144701358551,home_goods,5605.0,high,SP-RJ,0
2017-07-28 08:29:08,2017-07-28 08:45:33,2017-07-28 19:52:40,2017-08-02 19:39:59,2017-08-21,2017,7,28,4,201707,20170728,8,Morning,d53f29401f59a2af7223b447958050e2,5028,sao paulo,SP,-23.538250300978163,-46.69351237975359,cad41b5311de7427610175d1243aaa3d,5,827f8f69dfa529c561901c4f2e0f332f,81880,curitiba,PR,-25.53814385095793,-49.29272273167811,1,34239894e175b17d8c84edc6c73b4dad,2017-08-03 08:45:33,32.9,14.1,baby,1334.0,47.0,0,0,5,23,18,344.11883845229835,health_beauty,2567.0,medium,PR-SP,0
2017-11-30 13:30:38,2017-11-30 13:52:12,2017-12-01 21:06:55,2017-12-04 21:28:42,2017-12-18,2017,11,30,3,201711,20171130,13,Afternoon,7100473ac090214faac1fd8f9af9f68f,6420,barueri,SP,-23.510168379297344,-46.89525575326677,70ee7ec52a7ba97e936bde7393aded51,5,da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP,-22.70928658782974,-47.66552445822037,1,06ad93d66e91d09df5ce746906d9658b,2017-12-06 13:52:12,219.9,15.74,bed_bath_table,3250.0,235.64,0,1,4,17,13,118.71233146598264,home_goods,8775.0,high,SP-SP,1
2018-04-19 12:22:46,2018-04-19 12:35:24,2018-04-24 18:40:55,2018-04-25 19:12:14,2018-05-08,2018,4,19,3,201804,20180419,12,Afternoon,ffcd4b43c08405501a6bf2c66be83e83,4302,sao paulo,SP,-23.62187458006812,-46.63722236955391,988dc6a5f1195fa0eddb48291f111258,5,343e716476e3748b069f980efbaa294e,13033,campinas,SP,-22.90483995554609,-47.097678682901496,1,a64f5291d8f2aa4d9d5f034a5c469dec,2018-04-25 12:35:24,22.9,7.39,books_general_interest,468.0,30.29,0,5,6,18,12,92.334840042977,sports_leisure,458.0,low,SP-SP,1
2017-12-26 13:28:31,2017-12-26 13:39:26,2017-12-28 22:10:19,2018-01-19 20:26:26,2018-01-30,2017,12,26,1,201712,20171226,13,Afternoon,463116a6ae33fb497ae0708b50892c5c,96215,rio grande,RS,-32.09688262750504,-52.182003757402825,34001736ae83eb235714cfcbfc879e5c,5,12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS,-29.68554736183859,-51.4632720475158,1,892832da5b05b0f54578e1f14f193c22,2018-01-09 13:39:26,199.0,14.41,cool_stuff,4598.0,213.41,0,2,24,34,10,276.0274514462361,otros,3356.0,medium,other_route,1
2018-06-09 18:09:07,2018-06-09 19:38:26,2018-06-18 09:51:00,2018-06-25 17:42:38,2018-07-11,2018,6,9,5,201806,20180609,18,Night,927c22725e28f76affbccac8a8e7413d,29102,vila velha,ES,-20.37258780612517,-40.30803864131646,d0b2ce11b126aca999e6dc06b31adb99,4,1bb2bdb95f4841f1bba2c0d2cd83d3c9,1257,sao paulo,SP,-23.54375820483005,-46.687539331669456,1,0d368e3a4bd2ebf60c31c214da108e3b,2018-06-18 19:30:48,29.95,15.3,books_general_interest,726.0,45.25,0,8,15,31,15,746.5216697066014,sports_leisure,458.0,low,other_route,0
2017-07-04 17:27:52,2017-07-05 17:42:09,2017-07-06 13:54:25,2017-07-12 15:09:50,2017-07-26,2017,7,4,1,201707,20170704,17,Afternoon,881a55a8eb23e4aca96bce25c79021d9,1144,sao paulo,SP,-23.52375674639551,-46.67206201387848,999ebd57046ece954c0583db44bae78a,5,46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ,-22.93552411241268,-43.18703521259166,1,3a264b078bf20e98f315ff65c23fa263,2017-07-11 17:13:51,379.99,18.91,toys,8280.0,398.9,1,1,7,21,13,362.5759563688059,sports_leisure,3549.0,medium,other_route,0
2017-10-18 21:51:05,2017-10-18 23:28:18,2017-10-19 15:44:57,2017-10-27 23:17:57,2017-11-09,2017,10,18,2,201710,20171018,21,Night,57600ac0fe5d60235720f09d0f62b367,39403,montes claros,MG,-16.754575329431702,-43.874590788230726,ce6019e3e8b1c055a50061656b9389a5,5,7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,-23.05259335018585,-47.836107207115525,1,b623b7cb05ee3248fbe4a6ecbeed79a4,2017-10-24 23:28:18,73.76,17.77,toys,7680.0,91.53,0,0,9,21,12,811.1290790011678,sports_leisure,3549.0,medium,SP-MG,0
2018-01-05 15:39:27,2018-01-05 16:13:40,2018-01-08 18:07:47,2018-01-19 02:07:13,2018-02-09,2018,1,5,4,201801,20180105,15,Afternoon,636c1718d558842a48abfd2f26dce2d7,55940,condado,PE,-7.5871044928108144,-35.10138173066137,ee196bfa49304cd3f3e4a083502cd94a,5,1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,-21.930850430923154,-50.49756182976886,1,1c5bd6a742367ec4d654a0859523e880,2018-01-11 16:13:40,119.9,39.83,baby,4550.0,159.73000000000002,0,3,13,34,20,2290.9929514893497,health_beauty,2567.0,medium,other_route,0
2017-07-27 10:31:49,2017-07-27 10:45:17,2017-07-28 19:23:53,2017-08-02 23:42:16,2017-08-21,2017,7,27,3,201707,20170727,10,Morning,6814507660c72078cbada9b3660683dd,13806,mogi mirim,SP,-22.41929069302905,-46.96851477976227,47746f14e9ac9954d196de1cfb45741e,2,b4ffb71f0cb1b1c3d63fad021ecf93e1,3880,sao paulo,SP,-23.508495167638067,-46.48543675118297,1,88722e1dbe9a41a0834374aaaf19ffd2,2017-08-07 10:45:17,62.0,23.7,auto,1365.3333333333333,85.7,0,1,6,24,18,130.39862542085447,otros,3608.0,medium,SP-SP,1
2018-05-08 19:48:36,2018-05-09 19:52:30,2018-05-11 13:05:00,2018-05-20 11:52:38,2018-05-24,2018,5,8,1,201805,20180508,19,Night,f38b63854efc52fa742823a70b6bb616,24722,sao goncalo,RJ,-22.79781761675126,-42.97578975892121,c31ad0f9d2bc538dc82a45ff6793a7dd,4,7681ef142fd2c19048da7430856b5588,7074,guarulhos,SP,-23.449475147931214,-46.56571206272721,1,5fb3ff04cc8ff9f140b028d867a6b0f4,2018-05-14 19:52:30,220.0,18.09,music,5250.0,238.09,1,2,11,15,3,374.7148193457233,otros,33.0,low,SP-RJ,0
2018-02-07 12:04:39,2018-02-07 12:31:11,2018-02-09 18:55:04,2018-02-19 18:49:16,2018-03-08,2018,2,7,2,201802,20180207,12,Afternoon,13236d13c83b9889af2c7e8b4898ab6d,2234,sao paulo,SP,-23.478351936161943,-46.57008557292687,4952093947f2957a6b9c11eda9346a1f,3,822166ed1e47908f7cfb49946d03c726,25803,tres rios,RJ,-22.11592258304893,-43.20893523003527,1,48b099f6925c19d46ed5f013267681c2,2018-02-13 12:31:11,34.9,16.11,bed_bath_table,1035.0,51.01,0,2,12,28,16,376.6280110066247,home_goods,8775.0,high,other_route,0
